case_study,bag_name,global_bag_id,frame_id,frame_time_s,ground_truth,speed_mps_raw,speed_mps,speed_source_column,source_file
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000013,1619256019.1224778,potentially_unsafe,0.1403136130001667,0.1403136130001667,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000014,1619256019.1365497,potentially_unsafe,0.1403136130001668,0.1403136130001668,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000015,1619256019.1506214,potentially_unsafe,0.1403136130001667,0.1403136130001667,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000016,1619256019.256129,potentially_unsafe,0.0645625706121456,0.0645625706121456,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000017,1619256019.361607,potentially_unsafe,0.0108407902564384,0.0108407902564384,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000018,1619256019.368645,potentially_unsafe,0.0908759273196719,0.0908759273196719,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000019,1619256019.460047,potentially_unsafe,0.0335584064129147,0.0335584064129147,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000020,1619256019.6217928,potentially_unsafe,0.0754470250395422,0.0754470250395422,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000021,1619256019.6288085,potentially_unsafe,0.0754470250395421,0.0754470250395421,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,defaced_2021-04-24-11-20-18_frame_000022,1619256019.7415094,potentially_unsafe,0.2177107118201315,0.2177107118201315,robot_speed_mps,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
